Audience Name,Media Channel,GRPs,Cover %,Avg. Freq,Cover,Impressions
Women 16-34,Magazines - Print,320,48.27,6.63,3830224.5,25394388.44
Women 16-34,Magazines - Print,340,48.67,6.99,3861964.5,26995131.86
Women 16-34,Magazines - Print,360,49.03,7.34,3890530.5,28556493.87
Women 16-34,Magazines - Print,380,49.31,7.71,3912748.5,30167290.94
Women 16-34,Magazines - Print,400,49.58,8.07,3934173,31748776.11
Women 16-34,Magazines - Print,420,49.85,8.43,3955597.5,33345686.93
Women 16-34,Magazines - Print,440,50.11,8.78,3976228.5,34911286.23
Women 16-34,Magazines - Print,460,50.32,9.14,3992892,36495032.88
Women 16-34,Magazines - Print,480,50.51,9.5,4007968.5,38075700.75
Women 16-34,Magazines - Print,500,50.71,9.86,4023838.5,39675047.61
Women 16-34,Magazines - Print,550,51.14,10.76,4057959,43663638.84
Women 16-34,Magazines - Print,600,51.49,11.65,4085731.5,47598771.98
Women 16-34,Magazines - Print,650,51.8,12.55,4110330,51584641.5
Women 16-34,Magazines - Print,700,52.08,13.44,4132548,55541445.12
Women 16-34,Magazines - Print,750,52.31,14.34,4150798.5,59522450.49
Women 16-34,Magazines - Print,800,52.52,15.23,4167462,63470446.26
Women 16-34,Magazines - Print,850,52.7,16.13,4181745,67451546.85
Women 16-34,Magazines - Print,900,52.86,17.02,4194441,71389385.82
Women 16-34,Magazines - Print,950,53.01,17.92,4206343.5,75377675.52
Women 16-34,Magazines - Print,1000,53.14,18.82,4216659,79357522.38
Women 16-34,OOH,5,3.02,1.66,239637,397797.42
Women 16-34,OOH,10,5.35,1.87,424522.5,793857.075
Women 16-34,OOH,15,8.08,1.86,641148,1192535.28
Women 16-34,OOH,20,10.43,1.92,827620.5,1589031.36
Women 16-34,OOH,25,12.53,2,994255.5,1988511
Women 16-34,OOH,30,14.45,2.08,1146607.5,2384943.6
Women 16-34,OOH,35,16.23,2.16,1287850.5,2781757.08
Women 16-34,OOH,40,17.88,2.24,1418778,3178062.72
Women 16-34,OOH,45,19.42,2.32,1540977,3575066.64
Women 16-34,OOH,50,20.87,2.4,1656034.5,3974482.8
Women 16-34,OOH,55,22.24,2.47,1764744,4358917.68
Women 16-34,OOH,60,23.54,2.55,1867899,4763142.45
Women 16-34,OOH,65,24.77,2.62,1965499.5,5149608.69
Women 16-34,OOH,70,25.94,2.7,2058339,5557515.3
Women 16-34,OOH,75,27.06,2.77,2147211,5947774.47
Women 16-34,OOH,80,28.13,2.84,2232115.5,6339208.02
Women 16-34,OOH,85,29.15,2.92,2313052.5,6754113.3
Women 16-34,OOH,90,30.14,2.99,2391609,7150910.91
Women 16-34,OOH,95,31.08,3.06,2466198,7546565.88
Women 16-34,OOH,100,31.99,3.13,2538406.5,7945212.345
Women 16-34,OOH,110,33.72,3.26,2675682,8722723.32
Women 16-34,OOH,120,35.32,3.4,2802642,9528982.8
Women 16-34,OOH,130,36.83,3.53,2922460.5,10316285.57
Women 16-34,OOH,140,38.24,3.66,3034344,11105699.04
Women 16-34,OOH,150,39.58,3.79,3140673,11903150.67
Women 16-34,OOH,160,40.83,3.92,3239860.5,12700253.16
Women 16-34,OOH,170,42.03,4.04,3335080.5,13473725.22
Women 16-34,OOH,180,43.16,4.17,3424746,14281190.82
Women 16-34,OOH,190,44.24,4.29,3510444,15059804.76
Women 16-34,OOH,200,45.27,4.42,3592174.5,15877411.29
Women 16-34,OOH,210,46.25,4.54,3669937.5,16661516.25
Women 16-34,OOH,220,47.19,4.66,3744526.5,17449493.49
Women 16-34,OOH,230,48.09,4.78,3815941.5,18240200.37
Women 16-34,OOH,240,48.95,4.9,3884182.5,19032494.25
Women 16-34,OOH,250,49.78,5.02,3950043,19829215.86
Women 16-34,OOH,260,50.57,5.14,4012729.5,20625429.63
Women 16-34,OOH,270,51.34,5.26,4073829,21428340.54
Women 16-34,OOH,280,52.08,5.38,4132548,22233108.24
Women 16-34,OOH,290,52.79,5.49,4188886.5,22996986.89
Women 16-34,OOH,300,53.47,5.61,4242844.5,23802357.65
Women 16-34,OOH,320,54.78,5.84,4346793,25385271.12
Women 16-34,OOH,340,56,6.07,4443600,26972652
Women 16-34,OOH,360,57.15,6.3,4534852.5,28569570.75
Women 16-34,OOH,380,58.23,6.53,4620550.5,30172194.77
Women 16-34,OOH,400,59.25,6.75,4701487.5,31735040.63
Women 16-34,OOH,420,60.21,6.98,4777663.5,33348091.23
Women 16-34,OOH,440,61.13,7.2,4850665.5,34924791.6
Women 16-34,OOH,460,62,7.42,4919700,36504174
Women 16-34,OOH,480,62.82,7.64,4984767,38083619.88
Women 16-34,OOH,500,63.61,7.86,5047453.5,39672984.51
Women 16-34,OOH,550,65.42,8.41,5191077,43656957.57
Women 16-34,OOH,600,67.05,8.95,5320417.5,47617736.63
Women 16-34,OOH,650,68.52,9.49,5437062,51597718.38
Women 16-34,OOH,700,69.85,10.02,5542597.5,55536826.95
Women 16-34,OOH,750,71.07,10.55,5639404.5,59495717.48
Women 16-34,OOH,800,72.19,11.08,5728276.5,63469303.62
Women 16-34,OOH,850,73.22,11.61,5810007,67454181.27
Women 16-34,OOH,900,74.17,12.13,5885389.5,71389774.64
Women 16-34,OOH,950,75.05,12.66,5955217.5,75393053.55
Women 16-34,OOH,1000,75.88,13.18,6021078,79357808.04
Women 16-34,Paid Social,5,4.69,1.07,372151.5,398202.105
Women 16-34,Paid Social,10,8.83,1.13,700660.5,791746.365
Women 16-34,Paid Social,15,12.55,1.2,995842.5,1195011
Women 16-34,Paid Social,20,15.91,1.26,1262458.5,1590697.71
Women 16-34,Paid Social,25,18.97,1.32,1505269.5,1986955.74
Women 16-34,Paid Social,30,21.78,1.38,1728243,2384975.34
Women 16-34,Paid Social,35,24.36,1.44,1932966,2783471.04
Women 16-34,Paid Social,40,26.76,1.5,2123406,3185109
Women 16-34,Paid Social,45,28.98,1.55,2299563,3564322.65
Women 16-34,Paid Social,50,31.05,1.61,2463817.5,3966746.175
Women 16-34,Paid Social,55,32.99,1.67,2617756.5,4371653.355
Women 16-34,Paid Social,60,34.81,1.72,2762173.5,4750938.42
Women 16-34,Paid Social,65,36.52,1.78,2897862,5158194.36
Women 16-34,Paid Social,70,38.13,1.84,3025615.5,5567132.52
Women 16-34,Paid Social,75,39.65,1.89,3146227.5,5946369.975
Women 16-34,Paid Social,80,41.09,1.95,3260491.5,6357958.425
Women 16-34,Paid Social,85,42.46,2,3369201,6738402
Women 16-34,Paid Social,90,43.75,2.06,3471562.5,7151418.75
Women 16-34,Paid Social,95,44.98,2.11,3569163,7530933.93
Women 16-34,Paid Social,100,46.15,2.17,3662002.5,7946545.425
Women 16-34,Paid Social,110,48.34,2.28,3835779,8745576.12
Women 16-34,Paid Social,120,50.33,2.38,3993685.5,9504971.49
Women 16-34,Paid Social,130,52.15,2.49,4138102.5,10303875.23
Women 16-34,Paid Social,140,53.83,2.6,4271410.5,11105667.3
Women 16-34,Paid Social,150,55.37,2.71,4393609.5,11906681.75
Women 16-34,Paid Social,160,56.81,2.82,4507873.5,12712203.27
Women 16-34,Paid Social,170,58.13,2.92,4612615.5,13468837.26
Women 16-34,Paid Social,180,59.37,3.03,4711009.5,14274358.79
Women 16-34,Paid Social,190,60.52,3.14,4802262,15079102.68
Women 16-34,Paid Social,200,61.6,3.25,4887960,15885870
Women 16-34,Paid Social,210,62.6,3.35,4967310,16640488.5
Women 16-34,Paid Social,220,63.55,3.46,5042692.5,17447716.05
Women 16-34,Paid Social,230,64.44,3.57,5113314,18254530.98
Women 16-34,Paid Social,240,65.27,3.68,5179174.5,19059362.16
Women 16-34,Paid Social,250,66.06,3.78,5241861,19814234.58
Women 16-34,Paid Social,260,66.8,3.89,5300580,20619256.2
Women 16-34,Paid Social,270,67.51,4,5356918.5,21427674
Women 16-34,Paid Social,280,68.17,4.11,5409289.5,22232179.85
Women 16-34,Paid Social,290,68.81,4.21,5460073.5,22986909.44
Women 16-34,Paid Social,300,69.41,4.32,5507683.5,23793192.72
Women 16-34,Paid Social,320,70.52,4.54,5595762,25404759.48
Women 16-34,Paid Social,340,71.53,4.75,5675905.5,26960551.13
Women 16-34,Paid Social,360,72.45,4.97,5748907.5,28572070.28
Women 16-34,Paid Social,380,73.29,5.18,5815561.5,30124608.57
Women 16-34,Paid Social,400,74.07,5.4,5877454.5,31738254.3
Women 16-34,Paid Social,420,74.78,5.62,5933793,33347916.66
Women 16-34,Paid Social,440,75.44,5.83,5986164,34899336.12
Women 16-34,Paid Social,460,76.06,6.05,6035361,36513934.05
Women 16-34,Paid Social,480,76.62,6.26,6079797,38059529.22
Women 16-34,Paid Social,500,77.15,6.48,6121852.5,39669604.2
Women 16-34,Paid Social,550,78.34,7.02,6216279,43638278.58
Women 16-34,Paid Social,600,79.35,7.56,6296422.5,47600954.1
Women 16-34,Paid Social,650,80.23,8.1,6366250.5,51566629.05
Women 16-34,Paid Social,700,80.99,8.64,6426556.5,55525448.16
Women 16-34,Paid Social,750,81.67,9.18,6480514.5,59491123.11
Women 16-34,Paid Social,800,82.28,9.72,6528918,63461082.96
Women 16-34,Paid Social,850,82.82,10.26,6571767,67426329.42
Women 16-34,Paid Social,900,83.32,10.8,6611442,71403573.6
Women 16-34,Paid Social,950,83.76,11.34,6646356,75369677.04
Women 16-34,Paid Social,1000,84.17,11.88,6678889.5,79345207.26
Women 16-34,Cinema,5,4.69,1.07,372151.5,398202.105
Women 16-34,Cinema,10,8.85,1.13,702247.5,793539.675
Women 16-34,Cinema,15,12.6,1.19,999810,1189773.9
Women 16-34,Cinema,20,16.02,1.25,1271187,1588983.75
Women 16-34,Cinema,25,19.15,1.31,1519552.5,1990613.775
Women 16-34,Cinema,30,22.03,1.36,1748080.5,2377389.48
Women 16-34,Cinema,35,24.7,1.42,1959945,2783121.9
Women 16-34,Cinema,40,27.18,1.47,2156733,3170397.51
Women 16-34,Cinema,45,29.48,1.53,2339238,3579034.14
Women 16-34,Cinema,50,31.63,1.58,2509840.5,3965547.99
Women 16-34,Cinema,55,33.64,1.63,2669334,4351014.42
Women 16-34,Cinema,60,35.52,1.69,2818512,4763285.28
Women 16-34,Cinema,65,37.29,1.74,2958961.5,5148593.01
Women 16-34,Cinema,70,38.95,1.8,3090682.5,5563228.5
Women 16-34,Cinema,75,40.5,1.85,3213675,5945298.75
Women 16-34,Cinema,80,41.97,1.91,3330319.5,6360910.245
Women 16-34,Cinema,85,43.35,1.96,3439822.5,6742052.1
Women 16-34,Cinema,90,44.66,2.02,3543771,7158417.42
Women 16-34,Cinema,95,45.89,2.07,3641371.5,7537639.005
Women 16-34,Cinema,100,47.05,2.13,3733417.5,7952179.275
Women 16-34,Cinema,110,49.19,2.24,3903226.5,8743227.36
Women 16-34,Cinema,120,51.11,2.35,4055578.5,9530609.475
Women 16-34,Cinema,130,52.84,2.46,4192854,10314420.84
Women 16-34,Cinema,140,54.4,2.57,4316640,11093764.8
Women 16-34,Cinema,150,55.81,2.69,4428523.5,11912728.22
Women 16-34,Cinema,160,57.09,2.8,4530091.5,12684256.2
Women 16-34,Cinema,170,58.25,2.92,4622137.5,13496641.5
Women 16-34,Cinema,180,59.3,3.04,4705455,14304583.2
Women 16-34,Cinema,190,60.26,3.15,4781631,15062137.65
Women 16-34,Cinema,200,61.14,3.27,4851459,15864270.93
Women 16-34,Cinema,210,61.94,3.39,4914939,16661643.21
Women 16-34,Cinema,220,62.68,3.51,4973658,17457539.58
Women 16-34,Cinema,230,63.35,3.63,5026822.5,18247365.68
Women 16-34,Cinema,240,63.97,3.75,5076019.5,19035073.13
Women 16-34,Cinema,250,64.54,3.87,5121249,19819233.63
Women 16-34,Cinema,260,65.07,4,5163304.5,20653218
Women 16-34,Cinema,270,65.55,4.12,5201392.5,21429737.1
Women 16-34,Cinema,280,66,4.24,5237100,22205304
Women 16-34,Cinema,290,66.41,4.37,5269633.5,23028298.4
Women 16-34,Cinema,300,66.79,4.49,5299786.5,23796041.39
Women 16-34,Cinema,320,67.48,4.74,5354538,25380510.12
Women 16-34,Cinema,340,68.06,5,5400561,27002805
Women 16-34,Cinema,360,68.57,5.25,5441029.5,28565404.88
Women 16-34,Cinema,380,69.02,5.51,5476737,30176820.87
Women 16-34,Cinema,380,69.02,5.51,5476737,30176820.87
Women 16-34,Cinema,380,69.02,5.51,5476737,30176820.87
Women 16-34,Cinema,380,69.02,5.51,5476737,30176820.87
Women 16-34,Cinema,380,69.02,5.51,5476737,30176820.87
Women 16-34,Cinema,380,69.02,5.51,5476737,30176820.87
Women 16-34,Cinema,380,69.02,5.51,5476737,30176820.87
Women 16-34,Cinema,380,69.02,5.51,5476737,30176820.87
Women 16-34,Cinema,380,69.02,5.51,5476737,30176820.87
Women 16-34,Cinema,380,69.02,5.51,5476737,30176820.87
Women 16-34,Cinema,380,69.02,5.51,5476737,30176820.87
Women 16-34,Cinema,380,69.02,5.51,5476737,30176820.87
Women 16-34,Cinema,380,69.02,5.51,5476737,30176820.87
Women 16-34,Cinema,380,69.02,5.51,5476737,30176820.87
Women 16-34,Cinema,380,69.02,5.51,5476737,30176820.87
Women 16-34,Cinema,380,69.02,5.51,5476737,30176820.87
Women 16-34,Cinema,380,69.02,5.51,5476737,30176820.87
Women 16-34,Online Display,5,4.81,1.04,381673.5,396940.44
Women 16-34,Online Display,10,9.25,1.08,733987.5,792706.5
Women 16-34,Online Display,15,13.38,1.12,1061703,1189107.36
Women 16-34,Online Display,20,17.22,1.16,1366407,1585032.12
Women 16-34,Online Display,25,20.8,1.2,1650480,1980576
Women 16-34,Online Display,30,24.15,1.24,1916302.5,2376215.1
Women 16-34,Online Display,35,27.28,1.28,2164668,2770775.04
Women 16-34,Online Display,40,30.22,1.32,2397957,3165303.24
Women 16-34,Online Display,45,32.98,1.36,2616963,3559069.68
Women 16-34,Online Display,50,35.58,1.41,2823273,3980814.93
Women 16-34,Online Display,55,38.03,1.45,3017680.5,4375636.725
Women 16-34,Online Display,60,40.33,1.49,3200185.5,4768276.395
Women 16-34,Online Display,65,42.51,1.53,3373168.5,5160947.805
Women 16-34,Online Display,70,44.58,1.57,3537423,5553754.11
Women 16-34,Online Display,75,46.53,1.61,3692155.5,5944370.355
Women 16-34,Online Display,80,48.37,1.65,3838159.5,6332963.175
Women 16-34,Online Display,85,50.12,1.7,3977022,6760937.4
Women 16-34,Online Display,90,51.79,1.74,4109536.5,7150593.51
Women 16-34,Online Display,95,53.37,1.78,4234909.5,7538138.91
Women 16-34,Online Display,100,54.87,1.82,4353934.5,7924160.79
Women 16-34,Online Display,110,57.65,1.91,4574527.5,8737347.525
Women 16-34,Online Display,120,60.19,1.99,4776076.5,9504392.235
Women 16-34,Online Display,130,62.49,2.08,4958581.5,10313849.52
Women 16-34,Online Display,140,64.59,2.17,5125216.5,11121719.81
Women 16-34,Online Display,150,66.51,2.26,5277568.5,11927304.81
Women 16-34,Online Display,160,68.27,2.34,5417224.5,12676305.33
Women 16-34,Online Display,170,69.89,2.43,5545771.5,13476224.75
Women 16-34,Online Display,180,71.38,2.52,5664003,14273287.56
Women 16-34,Online Display,190,72.76,2.61,5773506,15068850.66
Women 16-34,Online Display,200,74.03,2.7,5874280.5,15860557.35
Women 16-34,Online Display,210,75.2,2.79,5967120,16648264.8
Women 16-34,Online Display,220,76.29,2.88,6053611.5,17434401.12
Women 16-34,Online Display,230,77.3,2.98,6133755,18278589.9
Women 16-34,Online Display,240,78.24,3.07,6208344,19059616.08
Women 16-34,Online Display,250,79.12,3.16,6278172,19839023.52
Women 16-34,Online Display,260,79.93,3.25,6342445.5,20612947.88
Women 16-34,Online Display,270,80.7,3.35,6403545,21451875.75
Women 16-34,Online Display,280,81.41,3.44,6459883.5,22221999.24
Women 16-34,Online Display,290,82.08,3.53,6513048,22991059.44
Women 16-34,Online Display,300,82.7,3.63,6562245,23820949.35
Women 16-34,Online Display,320,83.84,3.82,6652704,25413329.28
Women 16-34,Online Display,340,84.85,4.01,6732847.5,26998718.48
Women 16-34,Online Display,360,85.75,4.2,6804262.5,28577902.5
Women 16-34,Online Display,380,86.55,4.39,6867742.5,30149389.58
Women 16-34,Online Display,400,87.27,4.58,6924874.5,31715925.21
Women 16-34,Online Display,420,87.91,4.78,6975658.5,33343647.63
Women 16-34,Online Display,440,88.5,4.97,7022475,34901700.75
Women 16-34,Online Display,460,89.03,5.17,7064530.5,36523622.69
Women 16-34,Online Display,480,89.51,5.36,7102618.5,38070035.16
Women 16-34,Online Display,500,89.95,5.56,7137532.5,39684680.7
Women 16-34,Online Display,550,90.89,6.05,7212121.5,43633335.08
Women 16-34,Online Display,600,91.65,6.55,7272427.5,47634400.13
Women 16-34,Online Display,650,92.29,7.04,7323211.5,51555408.96
Women 16-34,Online Display,700,92.82,7.54,7365267,55534113.18
Women 16-34,Online Display,750,93.27,8.04,7400974.5,59503834.98
Women 16-34,Online Display,800,93.66,8.54,7431921,63468605.34
Women 16-34,Online Display,850,94,9.04,7458900,67428456
Women 16-34,Online Display,900,94.29,9.54,7481911.5,71377435.71
Women 16-34,Online Display,950,94.55,10.05,7502542.5,75400552.13
Women 16-34,Online Display,1000,94.78,10.55,7520793,79344366.15
Women 16-34,Online Video,5,4.81,1.04,381673.5,396940.44
Women 16-34,Online Video,10,9.25,1.08,733987.5,792706.5
Women 16-34,Online Video,15,13.38,1.12,1061703,1189107.36
Women 16-34,Online Video,20,17.22,1.16,1366407,1585032.12
Women 16-34,Online Video,25,20.8,1.2,1650480,1980576
Women 16-34,Online Video,30,24.15,1.24,1916302.5,2376215.1
Women 16-34,Online Video,35,27.28,1.28,2164668,2770775.04
Women 16-34,Online Video,40,30.22,1.32,2397957,3165303.24
Women 16-34,Online Video,45,32.98,1.36,2616963,3559069.68
Women 16-34,Online Video,50,35.58,1.41,2823273,3980814.93
Women 16-34,Online Video,55,38.03,1.45,3017680.5,4375636.725
Women 16-34,Online Video,60,40.33,1.49,3200185.5,4768276.395
Women 16-34,Online Video,65,42.51,1.53,3373168.5,5160947.805
Women 16-34,Online Video,70,44.58,1.57,3537423,5553754.11
Women 16-34,Online Video,75,46.53,1.61,3692155.5,5944370.355
Women 16-34,Online Video,80,48.37,1.65,3838159.5,6332963.175
Women 16-34,Online Video,85,50.12,1.7,3977022,6760937.4
Women 16-34,Online Video,90,51.79,1.74,4109536.5,7150593.51
Women 16-34,Online Video,95,53.37,1.78,4234909.5,7538138.91
Women 16-34,Online Video,100,54.87,1.82,4353934.5,7924160.79
Women 16-34,Online Video,110,57.65,1.91,4574527.5,8737347.525
Women 16-34,Online Video,120,60.19,1.99,4776076.5,9504392.235
Women 16-34,Online Video,130,62.49,2.08,4958581.5,10313849.52
Women 16-34,Online Video,140,64.59,2.17,5125216.5,11121719.81
Women 16-34,Online Video,150,66.51,2.26,5277568.5,11927304.81
Women 16-34,Online Video,160,68.27,2.34,5417224.5,12676305.33
Women 16-34,Online Video,170,69.89,2.43,5545771.5,13476224.75
Women 16-34,Online Video,180,71.38,2.52,5664003,14273287.56
Women 16-34,Online Video,190,72.76,2.61,5773506,15068850.66
Women 16-34,Online Video,200,74.03,2.7,5874280.5,15860557.35
Women 16-34,Online Video,210,75.2,2.79,5967120,16648264.8
Women 16-34,Online Video,220,76.29,2.88,6053611.5,17434401.12
Women 16-34,Online Video,230,77.3,2.98,6133755,18278589.9
Women 16-34,Online Video,240,78.24,3.07,6208344,19059616.08
Women 16-34,Online Video,250,79.12,3.16,6278172,19839023.52
Women 16-34,Online Video,260,79.93,3.25,6342445.5,20612947.88
Women 16-34,Online Video,270,80.7,3.35,6403545,21451875.75
Women 16-34,Online Video,280,81.41,3.44,6459883.5,22221999.24
Women 16-34,Online Video,290,82.08,3.53,6513048,22991059.44
Women 16-34,Online Video,300,82.7,3.63,6562245,23820949.35
Women 16-34,Online Video,320,83.84,3.82,6652704,25413329.28
Women 16-34,Online Video,340,84.85,4.01,6732847.5,26998718.48
Women 16-34,Online Video,360,85.75,4.2,6804262.5,28577902.5
Women 16-34,Online Video,380,86.55,4.39,6867742.5,30149389.58
Women 16-34,Online Video,400,87.27,4.58,6924874.5,31715925.21
Women 16-34,Online Video,420,87.91,4.78,6975658.5,33343647.63
Women 16-34,Online Video,440,88.5,4.97,7022475,34901700.75
Women 16-34,Online Video,460,89.03,5.17,7064530.5,36523622.69
Women 16-34,Online Video,480,89.51,5.36,7102618.5,38070035.16
Women 16-34,Online Video,500,89.95,5.56,7137532.5,39684680.7
Women 16-34,Online Video,550,90.89,6.05,7212121.5,43633335.08
Women 16-34,Online Video,600,91.65,6.55,7272427.5,47634400.13
Women 16-34,Online Video,650,92.29,7.04,7323211.5,51555408.96
Women 16-34,Online Video,700,92.82,7.54,7365267,55534113.18
Women 16-34,Online Video,750,93.27,8.04,7400974.5,59503834.98
Women 16-34,Online Video,800,93.66,8.54,7431921,63468605.34
Women 16-34,Online Video,850,94,9.04,7458900,67428456
Women 16-34,Online Video,900,94.29,9.54,7481911.5,71377435.71
Women 16-34,Online Video,950,94.55,10.05,7502542.5,75400552.13
Women 16-34,Online Video,1000,94.78,10.55,7520793,79344366.15
Women 16-34,Generic Search,5,4.81,1.04,381673.5,396940.44
Women 16-34,Generic Search,10,9.25,1.08,733987.5,792706.5
Women 16-34,Generic Search,15,13.38,1.12,1061703,1189107.36
Women 16-34,Generic Search,20,17.22,1.16,1366407,1585032.12
Women 16-34,Generic Search,25,20.8,1.2,1650480,1980576
Women 16-34,Generic Search,30,24.15,1.24,1916302.5,2376215.1
Women 16-34,Generic Search,35,27.28,1.28,2164668,2770775.04
Women 16-34,Generic Search,40,30.22,1.32,2397957,3165303.24
Women 16-34,Generic Search,45,32.98,1.36,2616963,3559069.68
Women 16-34,Generic Search,50,35.58,1.41,2823273,3980814.93
Women 16-34,Generic Search,55,38.03,1.45,3017680.5,4375636.725
Women 16-34,Generic Search,60,40.33,1.49,3200185.5,4768276.395
Women 16-34,Generic Search,65,42.51,1.53,3373168.5,5160947.805
Women 16-34,Generic Search,70,44.58,1.57,3537423,5553754.11
Women 16-34,Generic Search,75,46.53,1.61,3692155.5,5944370.355
Women 16-34,Generic Search,80,48.37,1.65,3838159.5,6332963.175
Women 16-34,Generic Search,85,50.12,1.7,3977022,6760937.4
Women 16-34,Generic Search,90,51.79,1.74,4109536.5,7150593.51
Women 16-34,Generic Search,95,53.37,1.78,4234909.5,7538138.91
Women 16-34,Generic Search,100,54.87,1.82,4353934.5,7924160.79
Women 16-34,Generic Search,110,57.65,1.91,4574527.5,8737347.525
Women 16-34,Generic Search,120,60.19,1.99,4776076.5,9504392.235
Women 16-34,Generic Search,130,62.49,2.08,4958581.5,10313849.52
